State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,40920,Southside Independent School District,"31,780","6,947","2,070"
TX,48,40950,Southwest Independent School District,"68,582","15,211","3,965"
TX,48,41010,Spearman Independent School District,"3,561",766,112
TX,48,41070,Splendora Independent School District,"18,698","3,998",634
TX,48,41100,Spring Branch Independent School District,"185,293","35,817","6,781"
TX,48,41130,Spring Creek Independent School District,130,27,7
TX,48,41190,Spring Hill Independent School District,"9,397","2,255",346
TX,48,41220,Spring Independent School District,"202,916","41,368","11,318"
TX,48,41250,Springlake-Earth Independent School District,"1,561",340,65
TX,48,41280,Springtown Independent School District,"25,544","4,541",570
TX,48,00002,Spur Independent School District,"1,444",193,42
TX,48,41340,Spurger Independent School District,"1,783",296,76
TX,48,41350,Stafford Municipal School District,"19,250","3,084",480
TX,48,41400,Stamford Independent School District,"3,221",565,174
TX,48,41430,Stanton Independent School District,"4,374","1,077",184
TX,48,41520,Stephenville Independent School District,"29,721","4,087",539
TX,48,41550,Sterling City Independent School District,"1,417",299,51
TX,48,41610,Stockdale Independent School District,"5,053",866,172
TX,48,41670,Stratford Independent School District,"2,389",473,68
TX,48,41700,Strawn Independent School District,659,99,24
TX,48,41760,Sudan Independent School District,"1,416",349,50
TX,48,41790,Sulphur Bluff Independent School District,"1,240",220,23
TX,48,41820,Sulphur Springs Independent School District,"25,012","4,293",701
TX,48,41850,Sundown Independent School District,"1,392",354,100
TX,48,41880,Sunnyvale Independent School District,"7,735","1,749",93
TX,48,41910,Sunray Collegiate Independent School District,"1,844",420,61
TX,48,41970,Sweeny Independent School District,"10,619","1,989",275
TX,48,42000,Sweet Home Independent School District,911,148,11
TX,48,42030,Sweetwater Independent School District,"12,172","2,265",587
TX,48,42060,Taft Independent School District,"4,792",869,268
TX,48,42090,Tahoka Independent School District,"2,760",569,139
TX,48,42210,Tarkington Independent School District,"10,909","2,409",564
TX,48,42240,Tatum Independent School District,"5,564","1,009",213
TX,48,42280,Taylor Independent School District,"19,295","3,184",378
TX,48,42300,Teague Independent School District,"7,195","1,101",199
TX,48,42330,Temple Independent School District,"60,730","9,915","2,293"
TX,48,42360,Tenaha Independent School District,"2,250",462,121
TX,48,42390,Terlingua Common School District,748,88,29
TX,48,42420,Terrell County Independent School District,693,94,20
TX,48,42450,Terrell Independent School District,"33,413","5,862",943
TX,48,42480,Texarkana Independent School District,"32,579","6,018","1,877"
TX,48,42510,Texas City Independent School District,"58,927","10,078","2,598"
TX,48,42540,Texhoma Independent School District,399,68,11
TX,48,42570,Texline Independent School District,925,214,36
TX,48,42630,Thorndale Independent School District,"3,349",582,80
TX,48,42660,Thrall Independent School District,"4,048",640,58
TX,48,42690,Three Rivers Independent School District,"4,186",513,110
TX,48,42720,Three Way Independent School District,540,81,14
TX,48,42780,Throckmorton Collegiate Independent School District,"1,126",181,38
TX,48,42810,Tidehaven Independent School District,"3,726",712,147
TX,48,42840,Timpson Independent School District,"3,551",665,194
TX,48,42870,Tioga Independent School District,"1,786",357,46
TX,48,42900,Tolar Independent School District,"3,159",637,66
TX,48,42930,Tom Bean Independent School District,"4,537",764,68
TX,48,42960,Tomball Independent School District,"96,692","21,142","1,577"
TX,48,42990,Tornillo Independent School District,"3,651",893,242
TX,48,43110,Trent Independent School District,769,138,18
TX,48,43140,Trenton Independent School District,"4,023",818,95
TX,48,43170,Trinidad Independent School District,869,151,28
TX,48,43200,Trinity Independent School District,"7,371","1,097",312
TX,48,43230,Troup Independent School District,"5,509","1,050",201
TX,48,43260,Troy Independent School District,"7,582","1,721",205
TX,48,43320,Tulia Independent School District,"5,131",921,250
TX,48,43350,Tuloso-Midway Independent School District,"14,318","3,088",575
TX,48,43400,Turkey-Quitaque Independent School District,846,150,28
TX,48,43470,Tyler Independent School District,"133,633","22,689","3,998"
TX,48,43530,Union Grove Independent School District,"3,070",598,91
TX,48,43560,Union Hill Independent School District,"2,097",307,63
TX,48,43650,United Independent School District,"184,503","43,820","9,130"
TX,48,43680,Utopia Independent School District,"1,263",157,46
TX,48,43720,Uvalde Consolidated Independent School District,"21,918","4,228","1,803"
TX,48,43740,Valentine Independent School District,260,6,5
TX,48,43760,Valley Mills Independent School District,"3,492",673,80
TX,48,43800,Valley View Independent School District,"17,684","4,501","1,404"
TX,48,43860,Valley View Independent School District,"3,781",670,100
TX,48,43890,Van Alstyne Independent School District,"9,542","1,969",99
TX,48,43920,Van Independent School District,"15,786","2,682",399
TX,48,43950,Van Vleck Independent School District,"5,202",874,203
TX,48,43980,Vega Independent School District,"1,157",145,19
TX,48,44010,Venus Independent School District,"12,507","2,500",367
TX,48,44040,Veribest Independent School District,"1,331",293,19
TX,48,44110,Vernon Independent School District,"11,959","1,845",421
TX,48,44150,Victoria Independent School District,"83,352","15,231","2,882"
TX,48,44160,Vidor Independent School District,"23,809","4,344",820
TX,48,44250,Vysehrad Independent School District,798,88,12
TX,48,44280,Waco Independent School District,"111,042","17,434","4,912"
TX,48,44310,Waelder Independent School District,"1,861",333,107
TX,48,44370,Walcott Independent School District,148,28,9
TX,48,44410,Wall Independent School District,"5,213","1,244",94
TX,48,44430,Waller Independent School District,"48,529","8,577","1,441"
TX,48,44490,Walnut Bend Independent School District,142,18,4
TX,48,44520,Walnut Springs Independent School District,"1,261",219,57
TX,48,44580,Warren Independent School District,"6,103","1,030",233
TX,48,44670,Waskom Independent School District,"4,227",691,165
TX,48,44710,Water Valley Independent School District,"1,911",361,91
TX,48,44730,Waxahachie Independent School District,"61,014","11,152","1,208"
TX,48,44800,Weatherford Independent School District,"63,841","10,460","1,226"
TX,48,44810,Webb Consolidated Independent School District,864,179,51
TX,48,44820,Weimar Independent School District,"4,582",769,126
TX,48,44890,Wellington Independent School District,"2,505",517,122
TX,48,44910,Wellman-Union Consolidated Independent School District,720,208,53
TX,48,44940,Wells Independent School District,"1,934",399,236
TX,48,44960,Weslaco Independent School District,"73,914","16,607","6,179"
TX,48,45000,West Hardin County Consolidated Independent School District,"3,174",523,97
TX,48,45040,West Independent School District,"8,389","1,498",177
TX,48,45090,West Orange-Cove Consolidated Independent School District,"18,392","3,159",997
TX,48,45120,West Oso Independent School District,"7,965","1,605",580
TX,48,45150,West Rusk County Consolidated Independent School District,"5,634","1,099",251
TX,48,45180,West Sabine Independent School District,"2,663",483,130
TX,48,45210,Westbrook Independent School District,915,153,34
TX,48,45240,Westhoff Independent School District,471,71,20
TX,48,45330,Westphalia Independent School District,347,51,2
TX,48,43290,Westwood Independent School District,"14,099","1,516",367
TX,48,45380,Wharton Independent School District,"12,846","2,124",498
TX,48,45420,Wheeler Independent School District,"1,863",381,59
TX,48,45450,White Deer Independent School District,"1,516",263,28
TX,48,45480,White Oak Independent School District,"6,584","1,559",186
TX,48,45540,White Settlement Independent School District,"38,222","7,155",866
TX,48,45570,Whiteface Consolidated Independent School District,812,167,55
TX,48,45600,Whitehouse Independent School District,"30,081","6,130",646
TX,48,45630,Whitesboro Independent School District,"10,855","1,746",246
TX,48,45670,Whitewright Independent School District,"4,262",825,107
TX,48,45690,Whitharral Independent School District,428,76,10
TX,48,45720,Whitney Independent School District,"10,741","1,604",315
TX,48,45780,Wichita Falls Independent School District,"88,019","14,894","3,094"
TX,48,45840,Wildorado Independent School District,381,64,9
TX,48,45900,Willis Independent School District,"50,239","8,907","1,123"
TX,48,45950,Wills Point Independent School District,"17,410","3,093",485
TX,48,45990,Wilson Independent School District,773,149,34
TX,48,00009,Wimberley Independent School District,"17,399","2,502",178
TX,48,46080,Windthorst Independent School District,"1,399",239,32
TX,48,46170,Wink-Loving Independent School District,962,202,40
TX,48,46200,Winnsboro Independent School District,"10,018","1,521",241
TX,48,46230,Winona Independent School District,"6,964","1,221",239
TX,48,46260,Winters Independent School District,"3,178",556,154
TX,48,46320,Woden Independent School District,"4,261",752,165
TX,48,46350,Wolfe City Independent School District,"3,587",670,79
TX,48,46380,Woodsboro Independent School District,"2,447",395,103
TX,48,46410,Woodson Independent School District,454,84,9
TX,48,46440,Woodville Independent School District,"10,081","1,243",338
TX,48,46470,Wortham Independent School District,"2,065",376,76
TX,48,46500,Wylie Independent School District,"26,243","5,479",276
TX,48,46530,Wylie Independent School District,"86,143","18,262",761
TX,48,46590,Yantis Independent School District,"3,853",408,76
TX,48,46620,Yoakum Independent School District,"8,912","1,706",444
TX,48,46650,Yorktown Independent School District,"3,258",536,110
TX,48,46680,Ysleta Independent School District,"188,521","33,682","11,414"
TX,48,46710,Zapata County Independent School District,"13,849","3,431","1,529"
TX,48,46740,Zavalla Independent School District,"2,644",419,102
TX,48,46770,Zephyr Independent School District,786,110,19
UT,49,00030,Alpine School District,"421,564","103,240","4,673"
UT,49,00060,Beaver School District,"7,327","1,610",187
UT,49,00090,Box Elder School District,"61,498","14,193","1,188"
UT,49,00120,Cache School District,"84,620","22,668","1,228"
UT,49,00142,Canyons School District,"226,511","42,246","2,547"
UT,49,00150,Carbon School District,"20,571","3,951",586
UT,49,00180,Daggett School District,"1,014",168,13
UT,49,00210,Davis School District,"369,948","85,060","4,818"
UT,49,00240,Duchesne School District,"20,161","4,889",748
UT,49,00270,Emery School District,"10,099","2,169",290
UT,49,00300,Garfield School District,"5,281",877,110
UT,49,00330,Grand School District,"10,265","1,581",205
UT,49,00360,Granite School District,"410,937","76,477","7,502"
UT,49,00390,Iron School District,"62,429","12,736","1,559"
UT,49,00420,Jordan School District,"310,476","72,949","3,124"
UT,49,00450,Juab School District,"11,679","2,965",284
UT,49,00480,Kane School District,"8,227","1,435",131
UT,49,00510,Logan School District,"55,553","7,482","1,086"
UT,49,00540,Millard School District,"13,330","3,143",402
UT,49,00570,Morgan School District,"12,832","3,504",110
UT,49,00600,Murray School District,"38,442","5,801",504
UT,49,00630,Nebo School District,"159,159","40,759","1,974"
UT,49,00660,North Sanpete School District,"12,833","2,497",463
UT,49,00690,North Summit School District,"5,851","1,074",53
UT,49,00720,Ogden School District,"89,677","15,116","2,378"
UT,49,00750,Park City School District,"28,635","4,910",205
UT,49,00780,Piute School District,"1,487",215,54
UT,49,00810,Provo School District,"121,711","16,716","1,721"
UT,49,00840,Rich School District,"2,628",579,58
UT,49,00870,Salt Lake City School District,"199,891","24,840","2,468"
UT,49,00900,San Juan School District,"13,863","3,063",828
UT,49,00930,Sevier School District,"22,069","4,734",539
UT,49,00960,South Sanpete School District,"16,891","2,702",354
UT,49,00990,South Summit School District,"8,550","1,618",75
UT,49,01020,Tintic School District,888,149,24
UT,49,01050,Tooele School District,"79,934","18,834","1,005"
UT,49,01080,Uintah School District,"37,141","8,732","1,153"
UT,49,01110,Wasatch School District,"36,619","8,269",374
UT,49,01140,Washington School District,"197,680","36,071","4,255"
UT,49,01170,Wayne School District,"2,645",435,79
UT,49,01200,Weber School District,"179,884","38,077","2,553"
VT,50,99903,Addison Central Supervisory District,"15,710","1,727",121
VT,50,99902,Addison Northwest Supervisory District,"7,698",906,70
VT,50,00007,Barre Supervisory Union,"16,480","2,279",240
VT,50,99906,Bennington Rutland Supervisory Union,"15,724","2,248",208
VT,50,99915,Burlington Supervisory District,"45,003","3,810",545
VT,50,99909,Caledonia Central Supervisory Union,"11,301","1,606",187
VT,50,00404,Central Vermont Supervisory Union,"11,642","1,325",123
VT,50,99914,Champlain Valley Supervisory District,"27,378","4,340",159
VT,50,99907,Colchester Supervisory District,"17,610","2,314",164
VT,50,99919,Essex North Supervisory Union,"2,986",404,53
VT,50,00394,Essex-Westford Supervisory School District,"24,296","3,634",177
VT,50,99920,Franklin Northeast Supervisory Union,"11,475","1,918",202
VT,50,99922,Franklin West Supervisory Union,"11,380","2,009",75
VT,50,99924,Grand Isle Supervisory Union,"7,489",958,101
VT,50,00405,Greater Rutland County Supervisory Union,"13,232","1,781",174
VT,50,99954,Hartford Supervisory District,"10,758","1,380",117
VT,50,99942,Harwood Unified Union Supervisory District,"13,737","1,918",90
VT,50,00407,Kingdom East Supervisory District,"12,612","1,711",217
VT,50,99925,Lamoille North Supervisory Union,"12,802","1,875",163
VT,50,99926,Lamoille South Supervisory Union,"11,608","1,776",143
VT,50,99923,Maple Run Supervisory District,"16,116","2,359",276
VT,50,99933,Mill River Unified Union Supervisory District,"6,169",824,77
VT,50,99910,Milton Supervisory District,"10,785","1,590",132
VT,50,99921,Missisquoi Valley School District (Supervisory),"11,760","1,801",164
VT,50,00406,Montpelier-Roxbury Supervisory Union,"8,787","1,191",77
VT,50,99912,Mount Mansfield Unified Union School District (Supervisory),"15,759","2,543",84
VT,50,99901,Mt. Abraham Unified School District (Supervisory),"10,684","1,392",100
VT,50,99931,North Country Supervisory Union,"18,991","2,681",418
VT,50,99927,Orange East Supervisory Union,"12,893","1,804",193
VT,50,99928,Orange Southwest Supervisory Union,"7,364",909,98
VT,50,99934,Orleans Central Supervisory Union,"7,669","1,193",225
VT,50,99935,Orleans Southwest Supervisory Union,"7,951","1,114",141
VT,50,00384,Rivendell Interstate Supervisory District,"2,326",274,26
VT,50,99940,Rutland City Supervisory District,"15,753","1,914",312
VT,50,99936,Rutland Northeast Supervisory Union,"11,486","1,581",157
VT,50,99955,School Administrative Unit 70,"3,637",651,13
VT,50,99904,Slate Valley Unified Union School District (Supervisory),"10,357","1,304",194
VT,50,99916,South Burlington Supervisory District,"20,410","2,644",181
VT,50,99905,Southwest Vermont Supervisory Union,"5,285","3,599",495
VT,50,99956,Springfield Supervisory District,"9,123","1,179",158
VT,50,99911,St. Johnsbury Supervisory District,"7,443","1,131",155
VT,50,00385,Two Rivers Supervisory Union,"8,796","1,126",117
VT,50,99932,Washington Central Supervisory Union,"9,891","1,436",92
VT,50,99930,White River Valley Supervisory Union,"12,524","1,695",177
VT,50,99946,Windham Central Supervisory Union,"9,746","1,147",122
VT,50,99947,Windham Northeast Supervisory Union,"8,861","1,212",170
VT,50,99948,Windham Southeast Supervisory Union,"20,948","2,690",295
VT,50,99949,Windham Southwest Supervisory Union,"6,062",792,90
VT,50,99951,Windsor Central Supervisory Union,"9,095","1,191",87
VT,50,99952,Windsor Southeast Supervisory Union,"11,266","1,480",120
VT,50,99917,Winooski Supervisory District,"8,060",797,187
VA,51,00060,Accomack County Public Schools,"33,191","4,972","1,054"
VA,51,00090,Albemarle County Public Schools,"114,534","16,417","1,259"
VA,51,00120,Alexandria City Public Schools,"155,525","17,717","2,392"
VA,51,00152,Alleghany Highlands Public Schools,"20,514","2,960",554
VA,51,00180,Amelia County Public Schools,"13,455","2,009",292
VA,51,00210,Amherst County Public Schools,"31,589","4,589",729
VA,51,00240,Appomattox County Public Schools,"16,748","2,593",406
VA,51,00270,Arlington County Public Schools,"234,000","30,363","2,147"
VA,51,00300,Augusta County Public Schools,"78,064","10,970","1,010"
VA,51,00330,Bath County Public Schools,"4,049",448,68
VA,51,00360,Bedford County Public Schools,"80,848","11,960","1,057"
VA,51,00390,Bland County Public Schools,"6,148",684,99
VA,51,00420,Botetourt County Public Schools,"34,135","4,825",337
VA,51,00450,Bristol City Public Schools,"16,975","2,523",662
VA,51,00480,Brunswick County Public Schools,"15,921","1,851",501
VA,51,00510,Buchanan County Public Schools,"19,352","2,497",691
VA,51,00540,Buckingham County Public Schools,"16,982","2,243",461
VA,51,00560,Buena Vista City Public Schools,"6,591",980,191
VA,51,00600,Campbell County Public Schools,"55,141","8,017","1,157"
VA,51,00660,Caroline County Public Schools,"31,957","5,353",615
VA,51,00690,Carroll County Public Schools,"29,147","3,857",720
VA,51,00720,Charles City County Public Schools,"6,605",711,127
VA,51,00750,Charlotte County Public Schools,"11,475","1,796",435
VA,51,00780,Charlottesville City Public Schools,"45,373","4,860",866
VA,51,00810,Chesapeake City Public Schools,"252,488","45,138","4,321"
VA,51,00840,Chesterfield County Public Schools,"378,408","66,445","5,163"
VA,51,00870,Clarke County Public Schools,"15,266","2,292",156
VA,51,00930,Colonial Beach Town Public Schools,"3,868",485,115
VA,51,00960,Colonial Heights City Public Schools,"18,294","3,227",440
VA,51,01020,Craig County Public Schools,"4,847",602,112
VA,51,01050,Culpeper County Public Schools,"54,381","9,959",998
VA,51,01080,Cumberland County Public Schools,"9,746","1,419",296
VA,51,00022,Dahlgren Department of Defense School District,755,127,2
VA,51,01110,Danville City Public Schools,"42,229","6,901","2,212"
VA,51,01140,Dickenson County Public Schools,"13,725","2,030",500
VA,51,01170,Dinwiddie County Public Schools,"28,161","4,368",639
VA,51,01190,Emporia City Public Schools,"5,481","1,018",321
VA,51,01200,Essex County Public Schools,"10,630","1,309",267
VA,51,01230,Fairfax City Public Schools,"24,835","3,889",277
VA,51,01260,Fairfax County Public Schools,"1,138,331","192,373","10,383"
VA,51,01290,Falls Church City Public Schools,"14,586","2,664",66
VA,51,01320,Fauquier County Public Schools,"74,664","12,882",767
VA,51,01350,Floyd County Public Schools,"15,619","2,198",310
VA,51,01380,Fluvanna County Public Schools,"28,159","4,029",326
VA,51,01410,Franklin City Public Schools,"8,247","1,518",479
VA,51,01440,Franklin County Public Schools,"55,074","7,580","1,307"
VA,51,01470,Frederick County Public Schools,"95,051","16,010","1,274"
VA,51,01510,Fredericksburg City Public Schools,"28,757","4,189",795
VA,51,01560,Galax City Public Schools,"6,730","1,243",354
VA,51,01590,Giles County Public Schools,"16,453","2,422",376
VA,51,01620,Gloucester County Public Schools,"39,493","5,920",635
VA,51,01650,Goochland County Public Schools,"26,109","3,273",228
VA,51,01690,Grayson County Public Schools,"15,343","1,896",426
VA,51,01710,Greene County Public Schools,"21,107","3,617",365
VA,51,01740,Greensville County Public Schools,"11,226","1,360",279
VA,51,01770,Halifax County Public Schools,"33,644","5,052",929
VA,51,01800,Hampton City Public Schools,"138,037","21,314","4,268"
VA,51,01830,Hanover County Public Schools,"112,938","18,483",982
VA,51,01860,Harrisonburg City Public Schools,"51,158","5,777","1,197"
VA,51,01890,Henrico County Public Schools,"333,962","53,650","5,229"
VA,51,01920,Henry County Public Schools,"49,906","7,289","1,382"
VA,51,01950,Highland County Public Schools,"2,301",211,36
VA,51,01980,Hopewell City Public Schools,"22,962","4,207","1,022"
VA,51,02010,Isle of Wight County Public Schools,"40,151","6,554",544
VA,51,00036,James City County Public Schools,"81,199","11,816",912
VA,51,02100,King George County Public Schools,"27,101","5,103",369
VA,51,02120,King William County Public Schools,"14,947","2,401",211
VA,51,02070,King and Queen County Public Schools,"6,718",869,181
VA,51,02160,Lancaster County Public Schools,"10,750","1,246",265
VA,51,02190,Lee County Public Schools,"21,982","3,031",909
VA,51,02220,Lexington City Public Schools,"7,457",630,59
VA,51,02250,Loudoun County Public Schools,"432,085","87,412","2,645"
VA,51,02280,Louisa County Public Schools,"40,116","5,794",765
VA,51,02310,Lunenburg County Public Schools,"12,031","1,812",458
VA,51,02340,Lynchburg City Public Schools,"79,287","10,246","2,252"
VA,51,02370,Madison County Public Schools,"14,000","2,061",255
VA,51,02360,Manassas City Public Schools,"42,642","7,794","1,007"
VA,51,02390,Manassas Park City Public Schools,"16,703","2,929",335
VA,51,02400,Martinsville City Public Schools,"13,725","2,585",712
VA,51,02430,Mathews County Public Schools,"8,490",978,136
VA,51,02460,Mecklenburg County Public Schools,"30,508","4,062","1,219"
VA,51,02490,Middlesex County Public Schools,"10,943","1,299",251
VA,51,02520,Montgomery County Public Schools,"98,915","11,138","1,250"
VA,51,02580,Nelson County Public Schools,"14,652","1,818",305
VA,51,02610,New Kent County Public Schools,"24,986","3,517",222
VA,51,02640,Newport News City Public Schools,"184,306","29,809","7,143"
VA,51,02670,Norfolk City Public Schools,"232,995","31,915","7,662"
VA,51,02710,Northampton County Public Schools,"11,900","1,655",473
VA,51,02730,Northumberland County Public Schools,"12,302","1,283",282
VA,51,02760,Norton City Public Schools,"3,609",594,160
VA,51,02790,Nottoway County Public Schools,"15,559","2,211",517
VA,51,02820,Orange County Public Schools,"37,991","5,889",718
VA,51,02850,Page County Public Schools,"23,750","3,451",581
VA,51,02880,Patrick County Public Schools,"17,643","2,398",456
VA,51,02910,Petersburg City Public Schools,"33,394","5,138","1,768"
VA,51,02940,Pittsylvania County Public Schools,"59,952","8,164","1,443"
VA,51,02980,Poquoson City Public Schools,"12,582","2,270",120
VA,51,03000,Portsmouth City Public Schools,"97,029","15,593","3,515"
VA,51,03030,Powhatan County Public Schools,"31,489","4,297",284
VA,51,03060,Prince Edward County Public Schools,"21,927","2,435",591
VA,51,03090,Prince George County Public Schools,"43,134","6,321",695
VA,51,03130,Prince William County Public Schools,"481,086","94,356","7,699"
VA,51,03150,Pulaski County Public Schools,"33,706","4,430",741
VA,51,00023,Quantico Marine Corps Center School District,"7,480",965,21
VA,51,03180,Radford City Public Schools,"16,738","1,435",216
VA,51,03210,Rappahannock County Public Schools,"7,502",958,134
VA,51,03240,Richmond City Public Schools,"229,395","25,599","7,598"
VA,51,03270,Richmond County Public Schools,"9,080","1,186",220
VA,51,03300,Roanoke City Public Schools,"97,847","15,511","3,940"
VA,51,03330,Roanoke County Public Schools,"96,914","14,549","1,117"
VA,51,03370,Rockbridge County Public Schools,"22,593","3,041",451
VA,51,03390,Rockingham County Public Schools,"85,397","13,861","1,297"
VA,51,03420,Russell County Public Schools,"25,448","3,627",764
VA,51,03460,Salem City Public Schools,"25,523","3,605",417
VA,51,03480,Scott County Public Schools,"21,476","2,997",600
VA,51,03510,Shenandoah County Public Schools,"44,968","6,896","1,001"
VA,51,03520,Smyth County Public Schools,"29,449","4,271",939
VA,51,03600,Southampton County Public Schools,"17,932","2,561",459
VA,51,03640,Spotsylvania County Public Schools,"146,688","26,957","2,505"
VA,51,03660,Stafford County Public Schools,"161,757","32,462","1,893"
VA,51,03690,Staunton City Public Schools,"25,904","3,441",556
VA,51,03710,Suffolk City Public Schools,"98,537","16,950","2,138"
VA,51,03750,Surry County Public Schools,"6,527",771,152
VA,51,03780,Sussex County Public Schools,"10,680","1,219",350
VA,51,03810,Tazewell County Public Schools,"39,821","5,793","1,268"
VA,51,03840,Virginia Beach City Public Schools,"455,618","72,389","8,419"
VA,51,03870,Warren County Public Schools,"41,440","6,469",682
VA,51,03900,Washington County Public Schools,"53,958","7,076",974
VA,51,03930,Waynesboro City Public Schools,"22,808","3,726",648
VA,51,03950,West Point Town Public Schools,"3,545",630,61
VA,51,03980,Westmoreland County Public Schools,"14,844","1,975",387
VA,51,04020,Williamsburg City Public Schools,"15,909","1,299",237
VA,51,04050,Winchester City Public Schools,"27,936","4,462",871
VA,51,04080,Wise County Public Schools,"35,421","5,130","1,214"
VA,51,04110,Wythe County Public Schools,"28,111","4,080",685
VA,51,04150,York County Public Schools,"71,341","12,661",645
WA,53,00030,Aberdeen School District,"20,984","3,507",804
WA,53,00060,Adna School District,"4,134",737,38
WA,53,00090,Almira School District,511,98,6
WA,53,00150,Anacortes School District,"23,026","2,828",255
WA,53,00240,Arlington School District,"34,081","5,915",554
WA,53,00280,Asotin-Anatone School District,"3,241",493,48
WA,53,00300,Auburn School District,"101,957","18,293","2,918"
WA,53,00330,Bainbridge Island School District,"25,011","3,975",141
WA,53,00380,Battle Ground School District,"84,735","15,822",788
WA,53,00390,Bellevue School District,"148,674","22,393","1,339"
WA,53,00420,Bellingham School District,"114,148","12,554","1,337"
WA,53,00450,Benge School District,61,16,1
WA,53,00480,Bethel School District,"125,913","24,134","2,228"
WA,53,00510,Bickleton School District,422,78,12
WA,53,00570,Blaine School District,"19,060","2,473",265
WA,53,00630,Boistfort School District,"1,135",215,28
WA,53,00660,Bremerton School District,"50,333","5,564","1,027"
WA,53,00690,Brewster School District,"4,563",968,178
WA,53,00720,Bridgeport School District,"3,519",677,163
WA,53,00750,Brinnon School District,"1,366",116,27
WA,53,00780,Burlington-Edison School District,"22,960","3,721",390
WA,53,00810,Camas School District,"35,720","7,408",246
WA,53,00840,Cape Flattery School District,"3,424",550,112
WA,53,00870,Carbonado School District,961,208,7
WA,53,00950,Cascade School District,"10,438","1,554",176
WA,53,00960,Cashmere School District,"7,961","1,496",161
WA,53,00990,Castle Rock School District,"10,886","1,636",181
WA,53,01050,Centerville School District,654,93,27
WA,53,01080,Central Kitsap School District,"74,401","11,148",853
WA,53,01110,Central Valley School District,"96,682","17,019","1,806"
WA,53,01140,Centralia School District,"26,603","4,274",748
WA,53,01170,Chehalis School District,"16,487","2,890",249
WA,53,01230,Cheney School District,"43,995","6,241",860
WA,53,01260,Chewelah School District,"6,228",938,160
WA,53,01290,Chimacum School District,"12,795","1,152",170
WA,53,01320,Clarkston School District,"19,315","2,795",584
WA,53,01350,Cle Elum-Roslyn School District,"9,032","1,062",148
WA,53,01410,Clover Park School District,"90,757","13,680","1,961"
WA,53,01440,Colfax School District,"3,960",597,45
WA,53,01470,College Place School District,"13,786","2,035",208
WA,53,01500,Colton School District,"1,174",240,17
WA,53,01560,Columbia (Stevens) School District,"1,347",205,42
WA,53,01590,Columbia (Walla Walla) School District,"3,985",756,98
WA,53,01630,Colville School District,"12,673","1,998",318
WA,53,01660,Concrete School District,"5,262",716,140
WA,53,01680,Conway School District,"3,283",542,58
WA,53,01710,Cosmopolis School District,"2,017",315,48
WA,53,03440,Coulee-Hartline School District,"1,552",247,40
WA,53,01800,Coupeville School District,"10,684","1,094",95
WA,53,01830,Crescent School District,"2,679",345,62
WA,53,01860,Creston School District,"1,365",114,13
WA,53,01890,Curlew School District,"1,397",158,41
WA,53,01920,Cusick School District,"2,041",316,70
WA,53,01950,Damman School District,753,111,2
WA,53,01980,Darrington School District,"3,467",504,61
WA,53,02010,Davenport School District,"3,202",588,80
WA,53,02040,Dayton School District,"3,742",505,72
WA,53,02070,Deer Park School District,"12,688","2,369",329
WA,53,02130,Dieringer School District,"10,730","2,275",87
WA,53,02160,Dixie School District,540,74,2
WA,53,02280,East Valley School District (Spokane),"29,516","4,679",772
WA,53,05370,East Valley School District (Yakima),"18,484","3,556",411
WA,53,02310,Eastmont School District,"35,066","6,325",597
WA,53,02340,Easton School District,"1,162",150,7
WA,53,02370,Eatonville School District,"12,933","2,204",180
WA,53,02400,Edmonds School District,"180,064","24,249","2,088"
WA,53,02460,Ellensburg School District,"28,505","3,543",377
WA,53,02490,Elma School District,"9,349","1,588",325
WA,53,02520,Endicott School District,512,87,17
WA,53,02550,Entiat School District,"2,542",406,66
WA,53,00001,Enumclaw School District,"27,634","4,662",282
WA,53,02610,Ephrata School District,"13,324","2,905",461
WA,53,02640,Evaline School District,903,128,22
WA,53,02670,Everett School District,"150,364","22,830","2,315"
WA,53,02700,Evergreen School District (Clark),"161,434","26,645","2,599"
WA,53,02730,Evergreen School District (Stevens),479,56,14
WA,53,02820,Federal Way School District,"147,062","24,062","4,207"
WA,53,02850,Ferndale School District,"36,254","6,171",768
WA,53,02880,Fife Public Schools,"23,770","4,064",357
WA,53,02910,Finley School District,"5,121",905,118
WA,53,02940,Franklin Pierce School District,"57,046","9,266","1,208"
WA,53,02970,Freeman School District,"4,955",994,49
WA,53,03000,Garfield School District,784,127,35
WA,53,03030,Glenwood School District,476,60,13
WA,53,03090,Goldendale School District,"7,831","1,055",216
WA,53,03130,Grand Coulee Dam School District,"4,403",679,101
WA,53,03150,Grandview School District,"15,263","3,732",651
WA,53,03180,Granger School District,"6,240","1,587",368
WA,53,03210,Granite Falls School District,"16,239","2,798",214
WA,53,03240,Grapeview School District,"2,925",338,26
WA,53,03270,Great Northern School District,"1,061",187,43
WA,53,03300,Green Mountain School District,"1,033",205,16
WA,53,03330,Griffin School District,"6,411",897,42
WA,53,03360,Harrington School District,812,145,12
WA,53,03510,Highland School District,"5,776","1,272",234
WA,53,03540,Highline School District,"138,765","20,101","3,075"
WA,53,03570,Hockinson School District,"11,281","2,170",92
WA,53,03600,Hood Canal School District,"6,601",695,114
WA,53,03660,Hoquiam School District,"11,031","1,816",484
